id,followers_count,friends_count,location,name,verified
161,88,129,,IndiaLeaksCom,False
162,8303,43,usa,myindmakers,False
163,9504,345,india,indiacom,True
164,4443,0,india,Indsamachar,False
165,896,1878,,dhertiv,False
166,17,273,india,MediaScourge,False
167,0,0,,AjithKu22162416,False
168,364,1948,new delhi,AroraGirish,False
169,554,20,earth,ishaanmeet,False
170,50866,151,india,orfonline,True
171,30991,4846,"कोलकाता, भारत",VinayDokania,False
172,446,1861,india,psonu77,False
173,21013,91,"sultanpur, new delhi",editorji,True
174,2847,32,india,HWNewsEnglish,False
175,65981,1024,india,surnell,False
176,82,238,,appaism,False
177,46390,3045,india,Sootradhar,True
178,564,12,new delhi,SKonPolitics,False
179,2482,5002,india,saadhyudu2011,False
180,106385,979,,amritabhinder,True
181,192,8,"jammu tawi, jammu and kashmir",NorthlinesJK,False
182,1155,433,,DriverRamudu,False
183,766,2131,"las vegas, nv",CrweWorld,False
184,153785,268,,JantaKaReporter,True
185,47,69,india,kachchonayi,False
186,12627,832,india,sidhant,False
187,28,0,,sameer76510496,False
188,317,190,india,pujaraamit,False
189,168,1,,RanjitSMand,False
190,7413,5,,knowthenation,False
191,256,1425,"jammu, jammu and kashmir",Jehlamtimes,False
192,670742,200,,CNBCTV18News,True
193,2556,2373,india,RD_BANA,False
194,13571,3839,☁ in tweets,SALSIKandar,False
195,1454,35,chennai,VE23VJAY,False
196,18067,859,mostly on the road,SandipGhose,True
197,20007,184,india,MyNation,True
198,5020,407,india,dt_next,True
199,2157732,1095, sg@theprint.in,ShekharGupta,True
200,12320,65,,JioNews,True
201,3379,4942,san jose,naashonomics,False
202,13243,167,,mail_today,False
203,8286,183,india,ketan72,False
204,1069,114,india,keshaboinasri,False
205,143148,118,,newslaundry,True
206,20880,248,india,TheWeekLive,False
207,249,50,,LALITSHARMAHP,False
208,9,8,you can find me in da club,VanillaSeikh,False
209,518,1021,india,Subash2Dr,False
210,2331,1836,india,ConnectGujarat,False
211,19,273,,RahulGovt,False
212,34804,2888,india,Geeta_Mohan,True
213,8808,2085,,AayuJourno,False
214,1464,603,"vadodara,sanskari nagri",urstrulyjatin,False
215,670,150,akhand bharat,Red__Wine1,False
216,423,404,india,greenfpoa,False
217,146,754,karnataka,tusharnatrajan,False
218,16512,62,india,DynamiteNews_,False
219,320,171,bangalore,Vishwaamitra,False
220,2119,1222,bangalore,mrsubramani,False
221,3,0,,arjun77384725,False
222,9,0,,rahul54208593,False
223,140,1,,r__worldnews,False
224,79,146,jnu chatrawas,the_known_worm,False
225,5,0,,rohan71912451,False
226,36,704,india,kumar56p,False
227,81513,29971,"189, cooperative colony,bokaro",samarjeet_n,False
228,8914,776,india,AshBiswal,False
229,21431,355,india,News18Politics,True
230,50208,191,india,NewsroomPostCom,True
231,134,40,chennai,Ven070670,False
232,341,627,india,TapashishC,False
233,16216,919,jamnagar gujarat,bk_chudasama,False
234,129,727,india,sreeprayag,False
235,10649,530,india,DDIndiaLive,True
236,569,4805,india,aadibdl,False
237,413,232,kolhapur,ddpthorat,False
238,5,25,united states,LalitSh63698102,False
239,106,230,naikin sidhi m p,arvindkumar489,False
240,359,873,,vinmaxinfotech,False
241,36681,530,republic of bharat,ArnabGoswamiRtv,False
242,3003,4835,bangalore,Udeerna1,False
243,76,220,,ashokachkan,False
244,96,36,bharat,PROFCHAUDHARY,False
245,429,4998,"hamiltonganj,westbengal,duars",guddu_kujur,False
246,2,51,,MilanMa30444892,False
247,285136,288,,SputnikInt,True
248,171,621,"new ashok nagar, new delhi",somitsrivastav,False
249,595,1181,india,_McSher,False
250,1480,352,india,vivivivi1307,False
251,2987,129,india,sahilkhurana09,False
252,1055,1807,,SZeeshanRafique,False
253,2202,71,,AbhayRishi28,False
254,5834,5710,india,ramana1729,False
255,5894,1554,"jammu, jammu and kashmir",ramindersays,False
256,2593,2456,india,TheSumanG,False
257,164,262,manhattan ny | kashmir,CulleEdwrd,False
258,0,0,,rushanksoni19,False
259,69062,131,world wide web,YahooIndia,True
260,235,220,vadodara,Dushyant_Jadav,False
261,5770,967,bangalore,ReallyGupta,False
262,8172,949,bombay,jkd18,True
263,14,96,,bhabshan,False
264,1918,117,india,AsiavilleNews,True
265,2668,4992,veraval gir somnath ,nareshkumbhani,False
266,1,16,,SUMANTA57746353,False
267,107,102,,SarcasticNFunny,False
268,282,118,mumbai maharashtra,PalveShashikant,False
269,3356,327,hyderabad,Eenadu_English,False
270,3377,819,india,PratibaRaman,False
271,503173,188,,BJPLive,True
272,3038,36,india,QuintFactCheck,True
273,3028,198,,wdamidoinhere,False
274,8667,2755,india,DILIPLOHIA,False
275,29,28,,JChandrana,False
276,14870,261,"saket, new delhi",newsclickin,False
277,35,4,india,ViharWikipedia,False
278,1545,2471,,shubham_jain999,False
279,204,2276,india,JyotirmayeJena,False
280,12965,154,india,goyalsanjeev,False
281,211,333,india,ActiWitty,False
282,32,225,india,Akshmalaji,False
283,55,174,india,Rnaik95,False
284,1641002,250,new delhi,PIB_India,True
285,123,187,india,Sickular_Hater,False
286,42216,32,,SouleFacts,False
287,0,0,,Sarkar15Aninda,False
288,205,18,india,NikhilP72108560,False
289,380,587,chennai,iCRAditya,False
290,0,0,,TKrishna_Mishra,False
291,4469,270,india,ChhabraGeeta,False
292,89,122,india,Sandeep71121431,False
293,0,0,,KPadmaRani_1,False
294,362,212,india,MumbaiPressNews,False
295,466,88,india,theindianwire,False
296,3586,834,"dil in delhi, dard in chennai",being_delhite,False
297,93827,1177,india,LiveLawIndia,False
298,8,37,jagalur,raghukanakuppe,False
299,447,36,india,camohanbn,False
300,2352,358,india,yuvaswapan,False
301,17889,382,"da nang, vietnam",IndoPac_Info,False
302,123,75,,drsubhashkapila,False
303,1417967,1192,bharat ,gauravcsawant,True
304,78,30,india,Arvind_82,False
305,2314,1184,india,agarwalrishabh,False
306,6987106,2266,india,BDUTT,True
307,56627,33,"908, 9th floor, tower a1, ansal corporate park, sector 142, noida",CatchNews,True
308,26556,14889,hyderabad,sreeniv51294598,False
309,5861,234,india,roopnayandarak,False
310,0,0,,PrasanthSivan10,False
311,11030,23,india,TheSiasatDaily,False
312,3,75,"dubai, united arab emirates",TheIndiaNext1,False
313,348,24,,Athmaraman2,False
314,177,3,india,newstimebarak,False
315,815,1023,sweet home,cbinewton,False
316,180,672,"new york, usa",IAmATennisDad,False
317,26199,546,india,SBJadejaBJP,False
318,66,46,,ste_alth,False
319,238149,46,mumbai,MinhazMerchant,True
320,0,71,,NinamaRitaben,False
321,231,287,india,vikshi1311,False
322,16,2,,Bright9_News,False
323,6129,3756,amersham london,DelhiMuse,False
324,186,30,,DKimiyager,False
325,9,106,"budapest, hungary",ZukorMichael,False
326,3172,894,india,drsbmantribjp,False
327,45,275,,Raamruturaj,False
328,205,1451,india,punjabtribune,False
329,0,0,,jiks,False
330,16624,30,india,TheLeaflet_in,False
331,196,1689,new delhi,alister1967,False
332,43731,45,"kl, malaysia",SwamiGeetika,False
333,1328,2142,,anti_corrupt_01,False
334,11582,457,"leicester, england",ImtiazMadmood,False
335,13506,551,pakistan,nayadaurpk,False
336,104,35,india,singh_meelu,False
337,1109,198,india,mantavyanews,False
338,30,33,india,cheez_m,False
339,5454,1133,கொங்குநாடு / kongu nadu,_Kongu_,False
340,1517,4366,india,ShamsherSChauhn,False
341,10054,5839,india,FaraaahKhan,False
342,702,2754,india,hi_pathfinders,False
343,1018,1377,india,drpsvvardhan,False
344,1314,560, in ur minds,DaharwalK,False
345,0,0,,nirmohi_,False
346,0,0,,jkjadoon,False
347,5657,77,pakistan,PakistanTV_TV,False
348,37,59,everywhere,MysteryBlitz,False
349,39,42,,MarwahaAtul,False
350,192,1678,india,pkm1999,False
351,395,892,india,Chandankrishn13,False
352,277,155,india,Amit_knc,False
353,50237,30807,,gSrikarNews,False
354,1932,348,everywhere!,UniversePragati,False
355,452,1359,india,RAGCGHS,False
356,4341,2901,delhi,SinghPramod2784,False
357,118,134,india,88umashankar,False
358,34,82,india,NPM_Magazine,False
359,606,186,india,harsubhmy,False
360,15309,5729,india,CongressDahan,False
361,363,579,"भुवनेश्वर, भारत",ajay_nandy,False
362,0,0,,PrinceKhyber2,False
363,0,0,,analyst15466,False
364,677,1440,chicago,hardiksp28,False
365,518,85,,NishantKawadia,False
366,498,637,india,Bokaro_boy,False
367,35,1,pakistan,123Pakistan_com,False
368,47,130,,RAJARJPS,False
369,16579,127,india,ibtimes_india,True
370,213433,306,new delhi,thecaravanindia,True
371,18,5,,Pooja29904393,False
372,16927,190,india,GetNewsd,True
373,0,0,,EvilYindoo,False
374,7377,1060,india,MaheshJoshi_MJ,False
375,139,396,"barcelona, spain",WishMaster2019,False
376,1,0,,AMadumoole,False
377,154,32,india,Laughalogist,False
378,66,0,,24x7Breaking,False
379,954,140,"कोलकाता, भारत",SushilSancheti9,False
380,9,76,,udayanaryana,False
381,0,0,,RJSadia_Sattar,False
382,24,304,india,RaguramS4,False
383,55350,9120,citizen of the world ,gops33,False
384,233,30,india,s_anoopkumar,False
385,44,0,,fedium_news,False
386,16,2,,mohit_R_rakshit,False
387,657639,126,india,mid_day,True
388,523,613,india,CaptAKJ,False
389,592,79,bharat,masterstuff2,False
390,10333,256,india,TheStatesmanLtd,True
391,1390,389,,bhasaby,False
392,0,0,,Mango_News,False
393,857,1,lakhimpur kheri,tagtodayO,False
394,74,132,,RockzNaren,False
395,126,22,next to you ,dpshaju,False
396,77,279,,Intolrentndian,False
397,87,82,india,murti_shashank,False
398,0,169,"ukhrul -795142, manipur.",RathingKhaiyar,False
399,0,0,,Aswattaman,False
400,1591,408,"bengaluru, jambu dweepa",HariHaraBhakta,False
401,0,0,,kumarakash1110,False
402,8,37,,pkavasthi,False
403,702,679,pakistan,AonSayyed,False
404,3,70,uk,rajivagovil,False
405,847,1086,katigorah assam ,DilipDa60259821,False
406,7513,413,"surat, gujarat",purneshmodi,False
407,0,0,,mangusinghBjp4,False
408,52568,2074,वॉर्डन रोड mumbai / dubai ,RiaRevealed,True
409,4408,1635,hyderabad,thehansindiaweb,False
410,1135,872,bangalore,mmurthy4,False
411,1732,253,,yaps9,False
412,44,79,india,BarkhaS49008990,False
413,1916385,48,pakistan,DunyaNews,True
414,0,0,,1amabhinav,False
415,924,353,cyberworld,SuperGops,False
416,2651,467,india,MLMANDOWARA,False
417,269,419,india,gauaggbjp,False
418,196,743,gurgaon,nickelllll,False
419,121,97,pulwama - mumbai,370Article,False
420,18,9,india,NewstoLive1,False
421,323,269,india,Tweets_CS,False
422,7,6,,Indian60024161,False
423,130,115,india,_Indiaupdates,False
424,59,35,india,AmolDw1,False
425,23025,25,kozhikode,madhyamam,False
426,10,13,"rs puram, coimbatore",Mahesh2874,False
427,20829,598,hindustan,vickynanjappa,True
428,8514,1427,"lucknow ,gurgaon",Bharat_Putra,False
429,1717,2313,washington dc 🇺🇸via 🇸🇬🇮🇳,Akshobh,False
430,1933,1918,"england, united kingdom",Abdul248Abdul,False
431,35769,99,india,the_truepicture,False
432,2617046,29,india,DDNewsLive,True
433,56,470,india,KorpolePKumar,False
434,183,176,country without a post office,QaziSami,False
435,65,62,,IndiaNewsStream,False
436,999,1228,"bengaluru,bharat ",prabhatkumar76,False
437,17,164,,PublishThe,False
438,935,2056,,VijayNakhasi,False
439,7,15,india,ManoharlalMv,False
440,1390,963,,GarvHinduAR,False
441,25769,1531,,mughalbha,False
442,1307,1127,kasheer,NeonKashmir,False
443,0,0,,Utkarsh36752309,False
444,0,0,,97Wizra,False
445,14465,6661,,elkay14,False
446,1834,153,india,onlyursmusa,False
447,0,0,,nandini_idnani,False
448,1607,329,,CaravanDaily,False
449,55663,7,hyderabad,NtvteluguHD,False
450,661,736,"ut of jammu, delhi",ChowdhariAnsh,False
451,13558,67,new delhi,JammuKashmirNow,False
452,532973,694,mumbai,Spotboye,True
453,48,39,india,ajaijayant,False
454,7,11,india,HingoraDr,False
455,78,5,india,Sunpreity,False
456,2,9,india,PKANNAN40000840,False
457,47,8,,sheenirmalkumar,False
458,113,535,"new jersey, usa",KISHORMODI01,False
459,1688,180,jammu and kashmir,jkupdate,False
460,4742,96,india,vikingthakkar,False
461,43660,328,,sarkar_swati,False
462,3,13,india,vig_anil,False
463,1529,330,india,Prakash4BJP,False
464,215,312,new delhi,KamalGhildiyal,False
465,148,33,,NewspointjK,False
466,0,0,,shubhampatelone,False
467,40,0,india,nam_indocen,False
468,10548,5969,ludhiana,vastalitech,False
469,0,0,,kakati_priyank,False
470,1038,547,chennai,tisaiyan,False
471,16,371,india,nikhil23091999,False
472,601,1976,www.guruvayur4u.com,eastro,False
473,0,0,,PrevalentIndia,False
474,8920,3642,,LiberalMantri,False
475,567,165,india,MaaKePakode,False
476,15353,398,india,TheYadavPrince,False
477,0,0,,Yasinrehman,False
478,2032,964,mangalore,adarshhgd,False
479,1541,437,india,mayamadhava,False
480,84,40,india,subhadip_m,False
481,1265,766,india,iamashu123,False
482,5565,1816,gurgaon,RoshanSdrprop,False
483,364,705,silchar,NIRUPAMACHARJE1,False
484,354,297,if there were no borders..,kicktotrolls,False
485,34,426,india,IndraneelTraine,False
486,518,337,"ahmedabad/mumbai, भारत.",vjchats_IN,False
487,2228,4538,kanchi,TambaramAIPC,False
488,0,0,,kamywhamy,False
489,109,49,,bvsmanyam1,False
490,314,35,india,bjpmanishp,False
491,25,0,,TheBoringTweet,False
492,6465,1181,land of reasonable restriction,tweetingsourav,False
493,83547,117,india,amishra77,True
494,4603,1247,"jammu and kashmir, ut",dharmicverangna,False
495,48,235,new delhi,DivyaUvach,False
496,4119,237,hyderabad,kochattil,False
497,11038,288,,SabahKashmiri,False
498,5888,4793,pudukkottai,srspdkt,False
499,113000,153221,punjab,yespunjab,False
500,58,144,india,dibuTweets,False
501,217,191,india,nallaganesh,False
502,1337,411,india,JasoosKutty,False
503,55,52,"prayagraj, भारत",SaurabhCapt,False
504,0,0,,NikhilGorwani,False
505,1043,54,solitude,a20nitin,False
506,2079,183,india,IWF_Writers,False
507,17105,243,usa,SreeIyer1,False
508,49770,23714,india,BawaHS,False
509,33,56,,VirkNilay,False
510,4128,765,bhubaneswar. new delhi.,SagarSpeaksNews,False
511,2638,1360,hell,poopsy1971,False
512,8,167,,krishna21505511,False
513,440,5000,"new jersey, usa",DevKarlekar,False
514,84607,753,patiala | gurgaon,sadhavi,True
515,69,58,india,Manu_ked,False
516,278206,224,india,MumbaiMirror,True
517,140,101,pakistan,logicSpecie,False
518,67,445,india,FourthDimens1on,False
519,0,0,,SanghiKutteyMar,False
520,1008,255,india,PritiGupta65,False
521,37,161,indore,techshekhar,False
522,9761,135,vadodara,MyVadodara,False
523,0,0,,Venkateh_d,False
524,45,162,mumbai,drkarekar,False
525,1418,1459,,ChocolateLavaC1,False
526,12861,300,india,RAC7R,False
527,0,0,,AliJan20200,False
528,4523,307,india,iOnkarPandey,False
529,2482,2033,india,priyakamal,False
530,201,184,bharat ,bobbysinghkarol,False
531,0,0,,addi_43,False
532,182564,1247,india,UnSubtleDesi,True
533,488,92,pakistan,sr_analysis,False
534,7,117,india,keke_adhvaryu,False
535,0,0,,OmSharma_BJP,False
536,0,0,,LOLKuchBhi,False
537,802,1724,hyderabad,RSR_MeriDuniya,False
538,3986,564,indonesia,JonahBlank,True
539,1807,3001,mumbai,rajennair,False
540,2359,1564,new delhi,ShaktiShekhar,False
541,0,0,,analyst154666,False
542,1143,1118,hindustan,ankur3308,False
543,228360,2114,new delhi,madversity,True
544,42426,176,india,pratidintime,False
545,1102,569,"boston, usa ",joysamcyborg,False
546,0,0,,PrasadBivash,False
547,198,196,india,INSANATAN,False
548,180,706,india,Vakil_Raghu,False
549,4426,948,,RaghavChopra_,False
550,3661,139,delhi & north east,lindanewmai,False
551,0,0,skywriterwordofmouthpicture,jokeKAtoken,False
552,5,17,,StoryOfTheHour,False
553,154,217,chennai,jeanjseph,False
554,0,0,,aadilmoosa,False
555,2485,2324,,WalyaMayank,False
556,0,0,,EkAkeleSbk0Pele,False
557,4,104,,yuganraaj,False
558,83,330,odisha/bengaluru,amarspks,False
559,29,404,,no_one259,False
560,2707,3872,india,shaels,False
561,1294,517,new delhi,kcsnegi,False
562,1,42,,oci_ny,False
563,114,415,india,hariom_2988,False
564,6,39,india,Manoj7889K,False
565,56976,729,india,businessline,True
566,422,910,united kingdom,ganabhat,False
567,849,2083,india,jimiless,False
568,56915,860,india,AdvaitaKala,True
569,1484,834,,yempjith,False
570,0,0,,HajraNayyar,False
571,45108,727,india,aparanjape,True
572,40,254,india,PratikDevloper,False
573,1842,1326,india,dmalok,False
574,15725,2662,india,gunjakapoor,False
575,187,49,,ChandraNathKun1,False
576,39035,1136,ahmedabad (gujarat),drkiritpsolanki,True
577,446,530,india,mkb_tweet,False
578,2959,1406,india,AnilKumarKapil8,False
579,219,250,,samgupt,False
580,26232,74,india,OfficialJioTV,True
581,8790888,556,new delhi,sardesairajdeep,True
582,682,1790,,iamdharmarajan1,False
583,44,1800,,8tweeeter,False
584,5878,1137,,eNewsBharati,False
585,55,2104,currently milano,dhirajbhasin2,False
586,54,115,,Red__Wine2,False
587,909,816,india,ramgopaldass_77,False
588,2859,1365,mumbai,sureshbalann,False
589,435,318,india,IamRajPaladi,False
590,448486,2064,"pune, maharashtra",ShefVaidya,True
591,306,1409,india,Indilivenews,False
592,88,226,india,twitt_bhawani,False
593,75,57,india,BhagatBarath,False
594,19428,3718,india,Khandelw13Sagar,False
595,10894,1352,bbc news,soutikBBC,True
596,2558,253,mirzapur,bjp4Mirzapur,False
597,1997,270,"silicon valley, ca",haqsmusings,False
598,358,483,mumbai,pravingandhino1,False
599,203,364,pune,ROHITKUMBHOJKAR,False
600,0,0,,RaghuRa62185436,False
601,147,224,india,K_sSolanki,False
602,276997,159,new delhi,bainjal,True
603,13,76,india,tarakbjp,False
604,824,215,bhubaneshwar. new delhi.,TNITweet,False
605,1379,533,new  delhi,ParulChandraP,False
606,1050,1835,india,HeyRajeshJee,False
607,255,319,,WNN7Com,False
608,11752,606,delhi,kartikeya_1975,True
609,122445,852,"bangalore, delhi, mumbai, chennai, hyderabad",barandbench,False
610,84,313,,Rajeshbhanjan2,False
611,23941,242,india,kpnewschannel,False
612,0,0,,Yo_Buzz1,False
613,204,298,india,raktimtweets,False
614,275,157,india,BJPrajeshmishra,False
615,2,100,india,ShashiK24029693,False
616,202,593,india,KumarReddyCH,False
617,45,259,india,daredevilaks,False
618,0,0,,rawrkyadav,False
619,5104,3883,"birmingham, england",samajweekly,False
620,2411,865,bharatavarsha,GanapathyI,False
621,4288,474,अखंड भारत,dinesh_chawla,False
622,73,0,,izoneyoojinie,False
623,12,43,,ash62404291,False
624,3610,4588,"georgia, usa",drishtikone,False
625,1851,1364,india,DCSSN,False
626,14295,162,,indusdotnews,False
627,3393,1438,india,debasish_sinha,False
628,2,278,,Sudersh49259672,False
629,304,507,at the feet of lord shiva ,chandan27648045,False
630,459,1177,pune,iGauravMahajan,False
631,702193,548,india,CNBCTV18Live,True
632,5055,5213,india,anandpdwivedi,False
633,10,59,nzoz,nathan_nzoz,False
634,10280,288,,JammuKashmir5,False
635,504,225,india,nedricknews,False
636,624,358,,dsen68,False
637,133292,483,"houston, new delhi",sunandavashisht,True
638,131,445,india,GopalkrishanBJP,False
639,917,1892,,arianindian,False
640,46,262,new delhi,Sanjay_Pandita,False
641,3813,2460,"new brunswick, canada",mlnangalama,False
642,712,51,india,vyasrahul,False
643,0,0,,Dhavalmendapar6,False
644,2661,4991,india,jiten_thacker,False
645,147,2226,india,balajimachine,False
646,186,228,india,anilsharmaa,False
647,23,95,india,sydneyroy2,False
648,281,5003,,KMohanHyd1,False
649,137,21,india,kachcha_chittha,False
650,459,1069,india,sbodkhe,False
651,552,1732,india,NavidocSingh,False
652,0,0,,Follementbijoux,False
653,140,312,,anjansengupta16,False
654,131,848,,kashyapvaishnav,False
655,270,81,,divadas,False
656,0,0,,Hoshiarpur_1947,False
657,398,125,,vigmukesh,False
658,1702,294,,mali_animesh,False
659,217,32,india,YouRTI_IN,False
660,311,117,united arab emirates,Skamritha,False
661,2523,1876,karnataka,Newskarnataka,False
662,52,202,"kalwa, thane",DrSantoshJoshi2,False
663,2292,648,india,RMayank25,False
664,49955,0,india,ani_digital,True
665,19189,132,india,pathan_sumaya,False
666,103,188,chandannagar,GhoshBhashkar,False
667,4929,0,global,Globalpoliticss,False
668,79711,363,india,YouthKiAwaaz,True
669,0,0,,RameshDubeyPBJP,False
670,0,0,,rutambhtrivedi,False
671,3022,68,india,NELiveTV,False
672,305,2026,new delhi l mumbai l lndia,PrriyaRaj,False
673,4624577,1265,pakistan,PTIofficial,True
674,87,0,,Brought_to_You,False
675,206,730,"richmond, va",richardsonlined,False
676,55,163,,AmitNair007,False
677,14,47,www.wnn7.com,WNNSeven,False
678,777,1427,coimbatore,mukeshmarda,False
679,5077,105,india,ashokdhamija,False
680,260,937,mumbai,vkdubey62,False
681,1,15,,asteroidrise1,False
682,688,1236,world,ranaalikash,False
683,24175,917,new delhi/kolkata ,anirbanganguly,True
684,1169,2815,india,iBirjuBaba,False
685,47,419,india,AmolKulthiya,False
686,88,309,,Adipkr,False
687,16,294,"kakinada,andhrapradesh",osrmurtyvbmd1,False
688,5898,0,delhi,TheRitamApp,False
689,54,15,,Priyank_Parikh,False
690,70,281,india,AkashGu53180228,False
691,0,0,,DurgaSingh90,False
